数据时间,投料风机频率反馈,投料风机电流反馈,投料推料器运行信号,辅助燃烧器运行信号,炉膛上部温度,炉膛中部温度,炉膛压力,一次风机频率反馈,一次风机电流反馈,一次风机运行信号,二次风机频率反馈,二次风机电流反馈,二次风机运行信号,引风机风门开度反馈,引风机运行信号,氢氧化钙喷射量,氢氧化钙电机运行信号,石灰浆浓度,雾化石灰浆流量,反应塔温度,雾化石灰浆开关阀信号,湿法塔PH,湿式洗涤塔氢氧化钠流量,湿法塔温度,雾化器电机电流,SNCR还原剂流量,SNCR炉膛出口温度,SNCR运行信号,SCR氨逃逸量,SCR还原剂流量,SCR反应器进口温度,SCR反应器出口温度,SCR设备运行信号,活性炭喷射量,活性炭电机运行信号,布袋进出口压差,布袋除尘器温度,布袋除尘器运行信号,烟气温度,烟气压力,烟气干基流量,烟气湿度,烟气O2,烟气粉尘,烟气SO2,烟气Nox,烟气CO,烟气HCL
2025-07-03 18:22:00,49.98,26.61,1.00,--,1111.42,1158.14,-223.89,19.66,66.13,1.00,68.47,16.45,1.00,100.44,1.00,20.39,1.00,10.00,1956.59,152.79,--,5.79,0.96,66.41,37.10,53.96,222.98,1.00,4.27,13.12,185.09,170.49,--,7.06,1.00,1009.72,143.98,1.00,120.78,-121.30,70382.70,24.39,6.40,1.94,19.73,78.35,54.46,3.34
2025-07-03 18:24:00,49.98,25.38,1.00,--,1114.18,1159.93,-258.40,19.66,66.84,1.00,68.48,14.84,1.00,100.44,1.00,20.38,1.00,10.00,2038.63,152.68,--,6.03,0.96,66.32,37.00,53.89,222.98,1.00,4.33,12.75,185.02,170.49,--,6.56,1.00,1014.47,143.73,1.00,120.75,-118.29,70790.47,24.60,6.60,1.88,23.21,69.56,200.03,3.46
2025-07-03 18:26:00,49.99,26.03,1.00,--,1115.18,1159.22,-226.53,19.65,64.97,1.00,67.87,14.57,1.00,100.44,1.00,20.37,1.00,10.00,2146.68,152.56,--,6.30,0.97,66.16,37.20,53.85,222.89,1.00,4.34,13.01,184.99,170.49,--,6.37,1.00,978.13,143.31,1.00,120.70,-126.16,69430.62,24.63,6.81,1.89,18.51,79.25,12.83,3.34
2025-07-03 18:28:00,49.99,27.01,1.00,--,1117.24,1155.75,-253.12,20.08,66.48,1.00,68.09,16.30,1.00,100.44,1.00,20.39,1.00,10.00,2039.52,152.44,--,6.55,0.98,66.15,37.00,67.31,222.98,1.00,4.32,13.08,184.99,170.52,--,6.09,1.00,1062.15,143.10,1.00,120.66,-123.84,69743.74,24.66,6.48,1.88,20.13,77.46,35.01,3.33
2025-07-03 18:30:00,49.97,28.18,1.00,--,1118.17,1152.48,-234.65,34.73,69.01,1.00,66.11,15.06,1.00,100.44,1.00,20.40,1.00,10.00,2045.70,151.76,--,6.75,0.97,66.28,37.30,67.69,223.01,1.00,4.04,12.99,185.21,170.55,--,6.25,1.00,950.58,143.06,0.00,120.58,-126.85,66875.06,24.81,6.29,1.87,21.61,66.56,85.21,3.35
2025-07-03 18:32:00,49.98,27.16,1.00,--,1105.12,1142.36,-260.07,29.66,66.57,1.00,64.93,14.26,1.00,100.44,1.00,20.39,1.00,10.00,2108.46,148.61,--,6.93,0.95,66.38,37.10,67.95,222.95,1.00,4.41,12.80,185.79,170.55,--,6.25,1.00,981.02,142.47,0.00,120.42,-124.54,65447.29,24.95,7.48,1.83,12.79,68.71,6.66,3.34
2025-07-03 18:34:00,49.98,26.04,1.00,--,1090.95,1130.07,-163.96,29.65,67.78,1.00,67.67,16.10,1.00,100.44,1.00,20.38,1.00,10.00,2063.74,147.65,--,7.30,0.91,65.94,37.00,53.68,222.89,1.00,4.29,12.99,185.81,170.47,--,6.33,1.00,1014.35,141.31,1.00,120.31,-121.30,70394.11,24.54,8.06,1.92,7.47,59.54,0.22,3.13
2025-07-03 18:36:00,49.98,26.36,1.00,--,1090.59,1126.93,-271.87,29.65,68.23,1.00,66.83,15.36,1.00,100.44,1.00,20.38,1.00,10.00,2003.71,150.30,--,7.48,0.84,66.46,37.00,39.19,223.10,1.00,3.77,12.92,184.94,170.59,--,5.85,1.00,1018.40,141.01,1.00,120.47,-127.78,67236.70,25.01,7.04,1.93,8.76,52.49,7.37,3.13
2025-07-03 18:38:00,49.97,27.10,1.00,--,1095.34,1127.30,-206.81,29.66,68.01,1.00,68.16,16.26,1.00,100.44,1.00,20.38,1.00,10.00,2239.92,149.88,--,7.56,0.80,66.98,37.10,39.10,223.16,1.00,4.57,12.90,184.44,170.75,--,6.22,1.00,1022.11,140.66,1.00,120.82,-132.41,69928.43,25.75,6.45,1.91,9.32,57.33,90.46,3.23
2025-07-03 18:40:00,49.97,27.44,1.00,--,1095.87,1126.83,-210.56,29.66,66.63,1.00,70.34,17.87,1.00,100.44,1.00,20.37,1.00,10.00,2280.86,150.51,--,7.62,0.76,66.87,36.90,39.17,223.01,1.00,3.98,12.80,184.06,170.80,--,6.76,1.00,1123.15,140.96,1.00,120.92,-126.16,70764.23,25.36,6.91,1.77,9.66,68.24,46.33,3.01
2025-07-03 18:42:00,49.99,27.11,1.00,--,1099.66,1130.47,-201.39,29.65,67.06,1.00,69.94,17.60,1.00,100.44,1.00,20.40,1.00,10.00,2041.16,151.48,--,7.63,0.71,67.30,37.10,39.03,223.07,1.00,4.21,13.06,183.55,170.78,--,6.08,1.00,1062.38,140.94,1.00,121.15,-134.72,70113.21,25.78,6.66,1.81,6.53,73.08,12.53,3.13
2025-07-03 18:44:00,49.96,26.62,1.00,--,1098.81,1130.80,-307.08,29.66,68.57,1.00,69.48,17.56,1.00,100.44,1.00,20.40,1.00,10.00,2267.94,152.28,--,7.61,0.66,67.60,37.00,39.06,222.92,1.00,4.01,12.85,183.13,170.59,--,6.60,1.00,1043.98,141.10,1.00,121.31,-129.17,69436.06,26.24,6.87,1.82,6.90,78.39,17.09,3.25
2025-07-03 18:46:00,49.98,26.84,1.00,--,1098.38,1132.24,-189.44,29.66,68.08,1.00,69.43,17.95,1.00,100.44,1.00,20.40,1.00,10.00,1968.13,151.57,--,7.58,0.59,67.64,37.20,53.75,222.89,1.00,4.62,12.99,183.09,170.33,--,6.09,1.00,1025.81,141.17,1.00,121.36,-124.54,68422.55,26.42,7.21,1.83,6.55,83.57,1.83,3.01
2025-07-03 18:48:00,49.97,26.53,1.00,--,1104.00,1139.34,-209.24,29.66,66.84,1.00,71.14,18.58,1.00,100.44,1.00,20.38,1.00,10.00,1910.07,151.81,--,7.53,0.53,66.99,37.00,54.29,222.92,1.00,4.14,12.94,183.03,169.98,--,6.70,1.00,1092.71,141.26,1.00,121.15,-122.22,72016.02,25.92,6.62,1.86,7.07,84.51,0.20,3.01
2025-07-03 18:50:00,49.99,27.83,1.00,--,1107.28,1143.93,-268.06,29.65,65.80,1.00,70.29,17.86,1.00,100.44,1.00,20.34,1.00,10.00,2093.66,153.43,--,7.42,0.45,67.45,37.20,54.06,223.13,1.00,3.97,13.01,182.67,169.81,--,5.88,1.00,1050.00,141.28,1.00,121.17,-124.54,69827.76,25.95,6.31,1.89,7.64,77.03,11.04,3.01
2025-07-03 18:52:00,49.97,26.68,1.00,--,1106.38,1141.75,-218.33,29.66,68.09,1.00,71.10,18.44,1.00,100.44,1.00,20.38,1.00,10.00,2169.04,153.33,--,7.29,0.39,67.51,36.90,53.94,223.32,1.00,4.27,12.89,182.69,169.60,--,6.13,1.00,1052.43,141.38,1.00,121.22,-122.92,71190.55,26.62,6.91,2.00,7.23,75.25,5.20,2.91
2025-07-03 18:54:00,49.98,26.74,1.00,--,1106.12,1139.30,-200.42,29.65,67.88,1.00,70.51,17.05,1.00,100.44,1.00,20.37,1.00,10.00,2247.89,154.02,--,7.20,0.34,67.53,37.20,54.01,223.53,1.00,4.09,13.03,182.69,169.44,--,6.67,1.00,989.70,141.59,1.00,121.20,-129.17,69418.14,26.30,6.94,1.90,6.74,79.67,2.69,3.14
2025-07-03 18:56:00,49.98,27.52,1.00,--,1108.30,1142.19,-237.08,29.66,65.71,1.00,70.63,18.19,1.00,100.44,1.00,0.08,0.00,10.00,1852.00,153.90,--,7.08,0.26,67.51,37.10,53.87,223.81,1.00,4.01,13.08,182.92,169.23,--,6.72,1.00,1076.85,142.23,1.00,121.12,-142.59,70289.98,26.54,6.83,1.88,9.28,75.72,39.85,2.91
2025-07-03 18:58:00,49.98,27.69,1.00,--,1110.29,1146.29,-270.83,29.66,67.65,1.00,68.94,16.98,1.00,100.44,1.00,0.07,0.00,10.00,2083.32,153.52,--,6.98,0.22,67.60,37.20,54.22,224.12,1.00,3.97,12.85,183.21,169.09,--,5.85,1.00,1014.93,142.44,1.00,120.99,-127.78,67827.80,26.54,7.07,1.80,9.64,76.65,10.16,3.24
2025-07-03 19:00:00,49.98,27.35,1.00,--,1109.10,1146.79,-212.22,29.65,68.54,1.00,70.29,18.33,1.00,100.44,1.00,0.07,0.00,10.00,2126.41,152.54,--,6.89,0.17,67.15,37.10,54.15,224.25,1.00,4.18,12.99,183.60,168.93,--,6.02,1.00,1079.75,142.28,1.00,120.78,-124.54,69771.17,26.27,6.79,1.80,7.27,79.67,5.79,3.01
2025-07-03 19:02:00,49.99,27.85,1.00,--,1101.98,1140.44,-164.93,29.65,67.91,1.00,69.33,17.45,1.00,100.44,1.00,0.07,0.00,10.00,2029.85,152.89,--,6.57,0.00,67.37,37.20,53.92,224.15,1.00,3.94,13.25,183.68,168.96,--,5.71,1.00,958.33,142.43,1.00,120.68,-127.55,68371.65,26.24,7.29,1.90,7.29,86.76,0.20,3.13
2025-07-03 19:04:00,49.97,27.19,1.00,--,1098.77,1139.30,-150.00,29.66,67.83,1.00,71.07,18.91,1.00,100.44,1.00,0.09,0.00,10.00,2206.98,152.98,--,6.50,0.00,67.37,37.20,54.10,223.81,1.00,3.88,12.92,183.63,169.01,--,6.21,1.00,1042.01,142.53,1.00,120.75,-124.54,70216.71,26.51,7.06,1.76,9.66,74.44,1.22,2.80
2025-07-03 19:06:00,49.99,27.02,1.00,--,1097.72,1137.93,-247.57,29.65,66.95,1.00,70.24,17.76,1.00,100.44,1.00,0.09,0.00,10.00,2177.77,154.77,--,6.43,0.00,67.80,36.90,54.19,224.12,1.00,3.32,13.15,183.29,169.19,--,5.79,1.00,1055.56,142.56,1.00,120.94,-126.16,69498.89,26.66,6.65,1.90,10.38,75.76,3.01,3.22
2025-07-03 19:08:00,49.97,26.88,1.00,--,1095.27,1132.27,-248.33,34.66,70.15,1.00,70.61,18.00,1.00,100.44,1.00,0.08,0.00,10.00,1970.57,155.45,--,6.38,0.00,68.27,37.00,53.96,224.31,1.00,4.12,13.08,183.25,169.35,--,6.05,1.00,1040.16,143.03,1.00,121.20,-130.79,69151.18,27.39,6.94,1.90,8.19,78.72,0.20,3.25
2025-07-03 19:10:00,49.97,27.98,1.00,--,1097.45,1130.10,-277.36,34.66,69.36,1.00,69.77,17.56,1.00,100.44,1.00,0.07,0.00,10.00,1935.78,155.50,--,6.27,0.00,68.10,36.90,53.90,224.65,1.00,3.75,13.19,183.55,169.35,--,5.94,1.00,1060.42,143.70,1.00,121.22,-128.47,68955.67,26.92,6.06,1.88,15.49,58.60,199.97,3.01
2025-07-03 19:12:00,49.99,28.24,1.00,--,1096.23,1128.80,-226.18,34.73,68.44,1.00,68.87,17.13,1.00,100.44,1.00,0.08,0.00,10.00,1963.22,154.16,--,6.22,0.13,68.18,37.10,54.06,224.71,1.00,4.22,13.27,184.06,169.29,--,5.86,1.00,998.03,143.92,1.00,121.10,-133.10,68810.20,27.18,6.63,1.90,13.32,72.19,19.53,2.91
2025-07-03 19:14:00,49.99,27.51,1.00,--,1089.34,1124.10,-280.69,34.72,68.55,1.00,68.94,16.48,1.00,100.44,1.00,0.08,0.00,10.00,1903.29,153.35,--,6.30,0.14,67.76,37.10,53.94,224.74,1.00,4.03,13.06,184.43,169.16,--,6.25,1.00,1037.96,143.72,1.00,120.85,-131.48,69332.76,26.57,7.51,1.92,11.11,75.25,0.22,3.13
2025-07-03 19:16:00,49.99,27.58,1.00,--,1094.08,1127.60,-226.11,34.66,68.83,1.00,69.11,17.22,1.00,100.44,1.00,0.08,0.00,10.00,2023.64,153.22,--,6.31,0.14,67.70,37.00,54.01,224.71,1.00,4.26,12.94,184.52,169.19,--,5.70,1.00,984.26,143.56,1.00,120.75,-127.55,69533.08,26.77,6.65,1.87,10.38,62.97,7.25,3.00
2025-07-03 19:18:00,49.98,27.68,1.00,--,1095.40,1128.97,-280.69,29.66,68.01,1.00,67.65,13.87,1.00,100.44,1.00,0.07,0.00,10.00,2010.43,153.40,--,6.26,0.15,67.72,36.90,54.13,224.62,1.00,3.94,12.90,184.49,169.31,--,5.78,1.00,962.15,143.60,1.00,120.75,-135.42,66287.58,26.80,6.75,1.83,11.54,62.08,54.01,3.13
2025-07-03 19:20:00,49.98,27.68,1.00,--,1091.68,1128.03,-202.71,29.65,68.32,1.00,68.23,17.09,1.00,100.44,1.00,0.09,0.00,10.00,2227.28,152.25,--,6.21,0.15,67.81,37.00,54.08,224.59,1.00,4.39,12.99,184.70,169.47,--,6.04,1.00,980.09,143.29,1.00,120.75,-126.85,67755.62,26.92,6.98,1.87,11.87,67.82,33.43,3.00
2025-07-03 19:22:00,49.98,27.51,1.00,--,1093.42,1131.91,-273.68,29.65,67.61,1.00,67.34,13.66,1.00,100.44,1.00,0.07,0.00,10.00,2026.49,152.72,--,6.17,0.16,67.63,37.10,54.01,224.59,1.00,4.00,12.85,184.66,169.62,--,6.34,1.00,990.62,142.94,1.00,120.73,-131.48,67185.97,26.54,7.06,1.78,10.78,65.56,6.93,3.13
2025-07-03 19:24:00,49.99,26.68,1.00,--,1097.42,1136.52,-214.65,29.65,68.25,1.00,70.29,17.18,1.00,100.44,1.00,0.07,0.00,10.00,2023.09,156.30,--,6.15,0.18,67.57,36.70,54.15,224.56,1.00,4.23,13.01,184.48,169.74,--,5.80,1.00,1088.31,143.26,1.00,120.83,-128.47,70130.12,26.83,6.68,1.74,8.54,63.44,19.97,2.91
2025-07-03 19:26:00,49.99,27.10,1.00,--,1098.44,1137.86,-270.14,29.65,67.53,1.00,68.73,16.70,1.00,100.44,1.00,0.09,0.00,10.00,1870.63,161.73,--,6.07,0.19,67.70,36.60,53.89,224.68,1.00,3.85,12.85,184.36,169.87,--,6.37,1.00,1016.78,144.35,1.00,120.94,-130.09,67768.91,26.57,6.60,1.94,10.60,77.08,0.20,3.13
2025-07-03 19:28:00,49.98,27.89,1.00,--,1096.53,1138.90,-223.96,29.65,68.52,1.00,69.24,17.42,1.00,100.44,1.00,0.08,0.00,10.00,1970.07,161.97,--,5.98,0.21,67.40,36.70,53.89,224.56,1.00,4.48,13.03,184.94,169.90,--,5.84,1.00,1014.12,145.29,1.00,120.94,-126.16,69331.58,27.00,6.93,1.79,11.30,71.76,8.42,3.01
2025-07-03 19:30:00,49.99,27.35,1.00,--,1098.38,1138.30,-157.71,29.66,66.84,1.00,68.92,17.19,1.00,100.44,1.00,0.07,0.00,10.00,1893.16,161.76,--,5.84,0.24,66.51,36.80,54.17,224.18,1.00,4.15,12.92,185.59,169.82,--,5.64,1.00,969.44,145.88,1.00,120.61,-121.30,70110.33,25.89,6.74,1.84,13.85,73.08,0.94,3.13
2025-07-03 19:32:00,49.98,27.43,1.00,--,1095.34,1133.85,-233.54,29.65,66.84,1.00,68.58,16.93,1.00,100.44,1.00,0.08,0.00,10.00,1926.28,162.01,--,5.68,0.26,66.08,36.40,53.94,223.81,1.00,4.15,12.94,186.02,169.81,--,6.80,1.00,1026.39,146.44,1.00,120.35,-130.09,70267.95,25.57,6.98,1.93,23.39,65.65,9.15,3.12
2025-07-03 19:34:00,49.99,27.02,1.00,--,1086.47,1124.06,-251.74,29.65,66.97,1.00,69.48,18.07,1.00,100.44,1.00,0.09,0.00,10.00,1981.48,162.34,--,5.50,0.31,65.83,36.70,53.96,223.63,1.00,4.03,13.20,186.39,169.90,--,6.81,1.00,1077.78,146.83,1.00,120.31,-135.42,70182.02,25.39,7.20,1.97,30.03,70.03,0.20,3.22
2025-07-03 19:36:00,49.97,27.68,1.00,--,1084.86,1119.96,-245.21,29.65,66.67,1.00,68.73,16.95,1.00,100.44,1.00,0.07,0.00,10.00,1895.24,162.81,--,5.34,0.36,65.70,36.80,54.13,223.50,1.00,4.16,12.71,186.74,170.20,--,6.58,1.00,1045.37,147.35,1.00,120.35,-132.41,70728.60,25.25,7.22,1.94,32.81,67.82,0.22,3.33
2025-07-03 19:38:00,49.98,26.94,1.00,--,1079.18,1112.22,-174.79,29.65,68.02,1.00,69.55,17.93,1.00,100.44,1.00,0.08,0.00,10.00,1820.48,162.88,--,5.21,0.41,65.59,36.70,53.94,223.26,1.00,4.16,13.06,187.12,170.47,--,6.91,1.00,1032.87,147.51,1.00,120.38,-124.54,70362.59,25.04,7.28,2.00,33.34,65.18,4.04,3.47
2025-07-03 19:40:00,49.99,27.35,1.00,--,1078.13,1110.39,-282.22,29.65,68.15,1.00,67.60,16.07,1.00,100.44,1.00,0.09,0.00,10.00,1839.20,163.19,--,5.12,0.47,65.34,36.60,53.94,223.19,1.00,4.08,13.03,187.50,170.78,--,6.40,1.00,1006.13,148.17,1.00,120.42,-122.22,69728.57,24.81,7.23,1.79,27.64,62.12,0.20,3.56
2025-07-03 19:42:00,49.98,27.75,1.00,--,1075.18,1110.16,-211.32,29.65,67.30,1.00,66.39,15.87,1.00,100.44,1.00,0.07,0.00,10.00,1964.99,161.61,--,5.05,0.54,65.21,36.50,54.24,222.98,1.00,4.24,13.10,188.11,171.06,--,6.17,1.00,931.25,148.41,1.00,120.31,-135.65,69178.37,24.69,7.57,1.87,46.54,57.29,32.83,3.56
2025-07-03 19:44:00,49.97,28.17,1.00,--,1070.00,1108.07,-217.92,29.66,68.48,1.00,66.79,15.72,1.00,100.44,1.00,0.07,0.00,10.00,2365.45,160.48,--,5.01,0.59,64.94,36.80,54.13,222.95,1.00,4.15,13.06,188.50,171.29,--,6.11,1.00,964.70,148.39,1.00,120.28,-122.22,69218.55,24.30,7.78,1.94,30.95,56.35,0.67,3.57
2025-07-03 19:46:00,49.97,27.19,1.00,--,1066.63,1106.22,-232.08,29.66,66.72,1.00,66.91,16.07,1.00,100.44,1.00,0.09,0.00,10.00,2159.86,160.37,--,5.00,0.64,64.82,36.60,54.15,222.79,1.00,4.19,13.01,188.65,171.52,--,6.27,1.00,1025.93,148.23,1.00,120.26,-140.97,70087.78,24.24,7.82,2.01,28.21,53.29,0.20,3.47
2025-07-03 19:48:00,49.97,27.60,1.00,--,1069.05,1106.81,-178.61,29.66,67.86,1.00,67.35,16.44,1.00,100.44,1.00,0.07,0.00,10.00,1856.50,160.67,--,5.07,0.75,64.84,36.90,39.17,222.79,1.00,4.15,13.15,188.57,171.89,--,6.29,1.00,966.55,147.90,1.00,120.35,-120.60,69309.66,24.13,7.20,1.83,31.87,48.96,7.39,3.58
2025-07-03 19:50:00,49.99,27.42,1.00,--,1079.44,1113.78,-236.67,29.65,68.40,1.00,67.41,16.73,1.00,100.44,1.00,0.07,0.00,10.00,2178.46,161.38,--,5.23,0.87,64.92,36.60,25.49,222.61,1.00,4.05,12.94,188.47,172.27,--,6.98,1.00,1005.32,148.04,1.00,120.54,-125.23,70327.29,24.19,7.11,1.90,32.05,51.60,1.69,3.69
2025-07-03 19:52:00,49.99,27.10,1.00,--,1085.62,1119.63,-192.92,29.65,67.15,1.00,67.04,16.10,1.00,100.44,1.00,0.06,0.00,10.00,2001.20,161.54,--,5.26,0.89,65.12,36.80,25.56,222.55,1.00,4.34,12.94,188.50,172.57,--,6.24,1.00,964.12,147.88,1.00,120.70,-131.71,69710.15,24.36,6.80,1.93,53.16,50.61,125.59,3.68
2025-07-03 19:54:00,49.99,27.50,1.00,--,1082.36,1117.93,-158.54,29.65,67.11,1.00,68.31,17.41,1.00,100.44,1.00,0.08,0.00,10.00,2276.00,161.14,--,5.23,0.90,64.79,36.60,25.71,222.61,1.00,4.34,12.84,188.73,172.73,--,6.68,1.00,1017.94,148.06,1.00,120.75,-118.98,70156.85,24.21,7.45,1.76,46.89,60.31,37.35,3.56
2025-07-03 19:56:00,49.97,28.75,1.00,--,1081.94,1115.44,-239.24,34.73,69.55,1.00,67.52,16.20,1.00,100.44,1.00,0.08,0.00,10.00,1958.74,161.82,--,5.21,0.91,64.43,37.10,25.61,222.67,1.00,4.10,13.08,188.81,172.82,--,6.15,1.00,989.93,148.20,1.00,120.75,-132.41,70138.10,23.67,7.60,1.94,36.16,65.93,0.98,3.68
2025-07-03 19:58:00,49.99,27.51,1.00,--,1076.39,1113.81,-234.65,29.66,67.91,1.00,66.78,15.86,1.00,100.44,1.00,0.09,0.00,10.00,2120.60,161.87,--,5.17,0.93,64.74,36.50,25.56,222.67,1.00,4.01,13.17,188.95,172.99,--,6.42,1.00,984.84,148.51,1.00,120.80,-125.23,69417.40,23.72,7.29,1.94,48.58,61.19,188.45,3.68
2025-07-03 20:00:00,49.99,26.93,1.00,--,1070.33,1112.72,-195.07,29.65,68.37,1.00,68.04,16.62,1.00,100.44,1.00,20.41,1.00,10.00,1903.83,161.07,--,5.14,0.95,64.55,36.90,25.54,222.70,1.00,4.24,13.10,189.15,173.11,--,6.24,1.00,1063.66,148.37,1.00,120.87,-125.23,71091.27,23.87,7.85,1.94,34.44,68.24,20.97,3.78
2025-07-03 20:02:00,49.97,27.01,1.00,--,1073.05,1113.68,-175.83,29.66,66.44,1.00,69.58,17.62,1.00,100.44,1.00,20.40,1.00,10.00,2369.52,162.10,--,5.17,0.96,64.25,36.60,25.68,222.70,1.00,4.23,13.03,188.91,173.22,--,6.83,1.00,1047.57,148.34,1.00,120.94,-118.29,72759.77,23.54,7.93,1.94,28.01,66.54,0.22,3.77
2025-07-03 20:04:00,49.98,27.27,1.00,--,1080.52,1117.34,-209.72,29.65,67.21,1.00,70.07,17.86,1.00,100.44,1.00,20.39,1.00,10.00,2049.85,163.68,--,5.22,0.97,64.40,36.90,25.82,223.07,1.00,4.31,12.92,188.50,173.42,--,6.08,1.00,1052.55,148.49,1.00,121.22,-132.41,73555.41,23.45,7.30,1.81,27.44,71.29,0.20,3.78
2025-07-03 20:06:00,49.97,27.99,1.00,--,1083.09,1120.63,-123.54,29.65,67.37,1.00,70.36,18.84,1.00,100.44,1.00,20.38,1.00,10.00,2591.23,163.87,--,5.25,0.98,64.44,37.20,25.59,223.29,1.00,4.44,13.27,188.37,173.58,--,6.32,1.00,1013.66,148.88,1.00,121.39,-139.35,73164.73,23.72,7.56,1.89,30.95,77.03,0.20,3.69
2025-07-03 20:08:00,49.98,27.92,1.00,--,1080.82,1119.10,-237.99,29.66,67.20,1.00,70.70,16.14,1.00,100.44,1.00,20.37,1.00,10.00,2671.62,159.68,--,5.29,0.99,64.23,37.00,25.63,223.72,1.00,4.34,12.94,188.31,173.66,--,7.06,1.00,1064.81,148.40,1.00,121.46,-137.04,74353.23,23.42,7.95,1.88,26.88,74.83,0.20,3.68
2025-07-03 20:10:00,49.98,27.59,1.00,--,1082.63,1121.56,-238.19,29.65,67.74,1.00,70.88,18.41,1.00,100.44,1.00,20.38,1.00,10.00,2609.31,158.78,--,5.08,0.00,64.44,37.10,25.42,224.15,1.00,4.49,12.97,188.08,173.70,--,6.19,1.00,1093.63,148.20,1.00,121.55,-134.72,73856.47,23.48,7.35,1.84,26.56,75.25,5.06,3.67
2025-07-03 20:12:00,49.98,26.84,1.00,--,1084.50,1123.33,-252.29,29.66,67.30,1.00,69.63,17.60,1.00,100.44,1.00,20.37,1.00,10.00,2753.51,157.69,--,4.40,0.00,64.44,37.20,25.54,224.43,1.00,4.58,12.80,188.04,173.66,--,6.26,1.00,1078.59,147.78,1.00,121.60,-124.54,73012.53,23.60,7.55,1.91,24.88,77.46,17.76,3.46
2025-07-03 20:14:00,49.99,28.58,1.00,--,1084.07,1122.60,-285.21,29.65,68.27,1.00,70.05,18.53,1.00,100.44,1.00,20.38,1.00,10.00,2573.62,156.60,--,4.26,0.00,64.17,37.10,25.44,224.59,1.00,4.52,12.92,188.05,173.58,--,6.36,1.00,1035.07,147.10,1.00,121.53,-120.60,71632.53,23.31,7.86,1.83,38.47,76.14,0.22,3.55
2025-07-03 20:16:00,49.99,27.91,1.00,--,1083.84,1123.76,-301.18,29.66,68.48,1.00,67.04,15.76,1.00,100.44,1.00,0.09,0.00,10.00,2575.49,154.65,--,4.12,0.00,64.08,37.20,25.44,224.56,1.00,4.53,13.41,188.16,173.46,--,6.71,1.00,990.97,146.33,1.00,121.29,-122.92,70194.55,23.21,7.75,1.84,44.35,71.72,42.90,3.47
2025-07-03 20:18:00,49.98,27.59,1.00,--,1075.47,1118.23,-121.53,19.65,66.91,1.00,66.69,15.96,1.00,100.44,1.00,0.07,0.00,10.00,2438.01,149.99,--,4.72,1.02,64.00,36.80,25.61,224.37,1.00,4.56,13.01,188.30,173.42,--,6.22,1.00,901.62,145.34,1.00,121.10,-124.54,70330.39,23.10,8.34,1.87,35.34,75.72,0.22,3.46
2025-07-03 20:20:00,49.97,29.07,1.00,--,1066.89,1109.53,-281.39,9.57,65.70,1.00,65.10,14.60,1.00,100.44,1.00,0.08,0.00,10.00,2416.34,151.20,--,4.85,1.02,64.12,37.10,25.56,224.06,1.00,4.31,13.03,188.00,173.42,--,7.00,1.00,956.02,144.59,0.00,120.99,-126.16,68389.99,23.02,8.01,1.91,17.18,66.46,0.20,3.46
2025-07-03 20:22:00,49.98,26.52,1.00,--,1055.02,1099.04,-242.15,9.58,65.77,1.00,65.49,14.48,1.00,100.44,1.00,0.08,0.00,10.00,2518.20,151.58,--,5.04,1.02,64.79,37.00,25.49,223.69,1.00,4.66,12.99,187.91,173.50,--,6.21,1.00,974.54,144.12,0.00,120.99,-137.04,67354.75,23.60,8.00,1.94,11.48,62.51,0.20,3.35
2025-07-03 20:24:00,49.98,27.10,1.00,--,1053.75,1096.89,-169.79,9.58,65.05,1.00,66.37,15.82,1.00,100.44,1.00,0.07,0.00,10.00,2427.39,151.78,--,5.34,1.02,64.90,37.30,25.58,223.50,1.00,4.59,13.17,187.63,173.50,--,6.95,1.00,972.45,143.60,1.00,121.12,-128.47,67749.61,23.60,8.23,1.85,9.84,62.50,0.22,3.34
2025-07-03 20:26:00,49.97,26.85,1.00,--,1065.46,1104.33,-212.92,9.57,64.50,1.00,65.95,15.51,1.00,100.44,1.00,0.06,0.00,10.00,2466.57,152.68,--,5.73,1.02,65.29,37.30,25.33,223.32,1.00,4.40,13.12,187.20,173.46,--,6.24,1.00,979.75,143.46,1.00,121.22,-136.34,67453.65,23.78,7.13,1.79,10.78,68.67,0.20,3.13
2025-07-03 20:28:00,49.99,26.76,1.00,--,1075.57,1114.68,-225.42,9.57,65.73,1.00,65.86,13.69,1.00,100.44,1.00,0.06,0.00,10.00,2429.68,152.58,--,6.26,1.02,65.59,37.00,25.73,222.98,1.00,4.77,12.92,186.94,173.40,--,6.28,1.00,889.12,143.67,1.00,121.29,-130.09,68100.98,24.21,7.17,1.86,8.89,67.35,17.34,3.01
2025-07-03 20:30:00,49.99,27.11,1.00,--,1078.06,1118.20,-234.72,9.58,65.53,1.00,65.77,15.35,1.00,100.44,1.00,0.07,0.00,10.00,2356.08,152.70,--,6.89,1.02,65.38,37.10,25.38,222.67,1.00,4.60,12.99,186.82,173.19,--,6.28,1.00,966.78,143.56,1.00,121.27,-122.92,68672.10,23.95,7.43,1.93,10.78,78.31,0.52,3.01
