数据时间,1#变频给料机状态,2#变频给料机状态,3#变频给料机状态,#1炉左一给料炉排行程,#1炉左二给料炉排行程,#1炉左三给料炉排行程,#1炉右三给料炉排行程,#1炉右二给料炉排行程,#1炉右一给料炉排行程,#2炉左一给料炉排行程,#2炉左二给料炉排行程,#2炉左三给料炉排行程,#2炉右三给料炉排行程,#2炉右二给料炉排行程,#2炉右一给料炉排行程,1#辅助燃烧器运行信号左,1#辅助燃烧器运行信号右,2#辅助燃烧器运行信号左,2#辅助燃烧器运行信号右,#1炉第一烟道上部温度T10（顶间左侧）,#1炉第一烟道上部温度T11（顶间中侧）,#1炉第一烟道上部温度T12（顶间右侧）,,#1炉第一烟道中部温度T20（中间左侧),#1炉第一烟道中部温度T21（中间中侧）,#1炉第一烟道中部温度T22（中间右间）,,,#2炉第一烟道上部温度T10（顶间左侧）,#2炉第一烟道上部温度T11（顶间中侧）,#2炉第一烟道上部温度T12（顶间右侧）,,#2炉第一烟道中部温度T20（中间左侧),#2炉第一烟道中部温度T21（中间中侧）,#2炉第一烟道中部温度T22（中间右间）,,,#1炉炉膛压力,,#2炉炉膛压力,1#炉5单元右侧一次风机电机电流,1#炉1单元左侧一次风机电机电流,1#炉2单元左侧一次风机电机电流,1#炉3单元左侧一次风机电机电流,1#炉4单元左侧一次风机电机电流,1#炉5单元左侧一次风机电机电流,1#炉1单元右侧一次风机电机电流,1#炉2单元右侧一次风机电机电流,1#炉3单元右侧一次风机电机电流,1#炉4单元右侧一次风机电机电流,1#炉5单元右侧一次风机电机运行,1#炉1单元左侧一次风机电机运行,1#炉2单元左侧一次风机电机运行,1#炉3单元左侧一次风机电机运行,1#炉4单元左侧一次风机电机运行,1#炉5单元左侧一次风机电机运行,1#炉1单元右侧一次风机电机运行,1#炉2单元右侧一次风机电机运行,1#炉3单元右侧一次风机电机运行,1#炉4单元右侧一次风机电机运行,2#炉5单元右侧一次风机电机电流,2#炉1单元左侧一次风机电机电流,2#炉2单元左侧一次风机电机电流,2#炉3单元左侧一次风机电机电流,2#炉4单元左侧一次风机电机电流,2#炉5单元左侧一次风机电机电流,2#炉1单元右侧一次风机电机电流,2#炉2单元右侧一次风机电机电流,2#炉3单元右侧一次风机电机电流,2#炉4单元右侧一次风机电机电流,2#炉5单元右侧一次风机电机运行,2#炉1单元左侧一次风机电机运行,2#炉2单元左侧一次风机电机运行,2#炉3单元左侧一次风机电机运行,2#炉4单元左侧一次风机电机运行,2#炉5单元左侧一次风机电机运行,2#炉1单元右侧一次风机电机运行,2#炉2单元右侧一次风机电机运行,2#炉3单元右侧一次风机电机运行,2#炉4单元右侧一次风机电机运行,1#炉二次风机频率,1#炉二次风机电流,1#炉二次风机电机变频运行,2#炉二次风机频率,2#炉二次风机电流,2#炉二次风机电机变频运行,1#炉引风机速度反馈,1#炉引风机变频器电流,1#炉引风机进口调节风门阀位反馈,1#炉引风机运行,1#炉引风机变频器工频状态,1#炉引风机变频器变频状态,2#炉引风机速度反馈,2#炉引风机变频器电流,2#炉引风机进口调节风门阀位反馈,2#炉引风机变频器运行,2#炉引风机变频器工频状态,2#炉引风机变频器变频状态,炉外干法仓累积量,炉内干法仓累积量,公用仓累积量,1#炉雾化器石灰浆流量计 FT1001,1#制浆累计重量,1#炉反应塔温度,1#炉雾化器石灰浆开关阀,2#炉雾化器石灰浆流量计 FT1001,2#制浆累计重量,2#炉反应塔温度,2#炉雾化器石灰浆开关阀,氢氧化钠稀释泵累积流量（总）,1#炉PH1,1#炉PH2,1#炉氢氧化钠累积流量,1#炉反应塔温度1,1#炉反应塔温度2,2#炉PH1,2#炉PH2,2#炉氢氧化钠累积流量,2#炉反应塔温度1,2#炉反应塔温度2,1#炉还原剂累积流量1（氨水）,1#炉还原剂累积流量2（氨水）,1#炉第一烟道顶部平均温度,1#SNCR运行信号（1#阀门开）,1#SNCR运行信号（2#阀门开）,2#炉还原剂累积流量1（氨水）,2#炉还原剂累积流量2（氨水）,2#炉第一烟道顶部平均温度,2#SNCR运行信号（1#阀门开）,2#SNCR运行信号（2#阀门开）,1#还原剂流量,1#SCR反应器进口温度,1#SCR反应器出口温度,2#还原剂流量,2#SCR反应器进口温度,2#SCR反应器出口温度,1#罐活性炭称重1瞬时流量,1#罐活性炭称重2瞬时流量,1#罐活性炭称重3瞬时流量,1#罐活性炭称重1累积,1#罐活性炭称重2累积,1#罐活性炭称重3累积,1#罐1#电机运行,1#罐2#电机运行,1#罐3#电机运行,1#炉除尘器总差压  PT2001,1#炉布袋除尘器进口温度,2#炉除尘器总差压  PT2001,2#炉布袋除尘器进口温度,1#炉CEMS出口温度,1#炉CEMS出口压力,1#炉烟气流量,1#炉CEMS出口湿度,1#炉O2,1#炉粉尘,1#炉SO2,1#炉Nox,1#炉CO,1#炉HCL,1#炉NH3逃逸,2#炉CEMS出口温度,2#炉CEMS出口压力,2#炉烟气流量,2#炉CEMS出口湿度,2#炉O2,2#炉粉尘,2#炉SO2,2#炉Nox,2#炉CO,2#炉HCL,2#炉NH3逃逸
2025-05-23 20:56:00,0.00,0.00,0.00,89.88,94.96,90.41,99.33,91.38,89.33,618.89,620.51,470.73,468.99,617.72,618.62,0.00,0.00,0.00,0.00,1031.57,1068.93,1030.38,1043.63 ,1059.70,1071.92,1020.55,1050.72 ,1047.18 ,1006.15,1039.52,987.18,1010.95 ,1096.82,1069.90,1025.50,1064.07 ,1037.51 ,-333.55,,-218.86,13.09,24.30,20.73,71.06,73.77,22.64,27.36,24.65,67.64,61.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.39,25.56,23.68,76.44,62.29,13.64,27.26,26.21,76.07,59.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.04,48.17,100.20,0.00,0.00,0.00,39.07,54.69,100.07,0.00,0.00,0.00,1.83,71510.27,90.68,2083.33,112031.28,154.86,0.00,1714.41,119461.76,162.76,0.00,39214.96,2.60,3.40,98.26,64.30,64.70,7.60,7.10,44.26,64.40,64.60,170.29,165.96,1045.38,0.00,0.00,179.06,194.66,1038.32,0.00,0.00,25.20,176.20,175.60,24.90,183.80,181.80,0.10,15.23,14.58,5959.00,7015.00,2691.00,0.00,0.00,0.00,1015.62,156.16,899.88,165.97,117.33,-434.50,105417.17,23.46,10.78,2.74,0.61,36.20,3.38,1.71,1.71,132.43,-625.50,161041.28,26.06,9.28,1.17,3.23,46.29,0.00,1.47,1.37
2025-05-23 20:58:00,0.00,0.00,0.00,344.98,357.87,221.92,223.02,354.83,361.14,715.57,715.35,566.11,565.99,713.64,714.32,0.00,0.00,0.00,0.00,1032.55,1067.50,1028.12,1042.72 ,1058.42,1066.75,1013.88,1046.35 ,1044.54 ,1007.05,1039.60,988.00,1011.55 ,1105.00,1069.75,1026.85,1067.20 ,1039.38 ,-356.77,,-174.37,13.38,24.65,20.99,70.36,73.05,23.01,27.39,25.05,68.10,58.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.49,26.17,23.85,76.44,62.45,13.01,27.54,26.23,77.69,60.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.04,48.59,100.20,0.00,0.00,0.00,39.07,55.21,100.07,0.00,0.00,0.00,1.83,71519.67,90.69,2074.65,112031.28,154.86,0.00,1694.88,119461.76,162.67,0.00,39214.96,2.60,3.40,98.26,64.30,64.70,7.60,7.10,44.26,64.50,64.50,170.29,165.96,1045.64,0.00,0.00,179.06,194.66,1038.40,0.00,0.00,25.10,176.10,175.50,24.70,183.60,182.80,0.10,15.23,14.58,5959.00,7016.00,2691.00,0.00,0.00,0.00,975.12,156.77,902.78,165.97,117.22,-441.00,116855.39,23.58,11.53,3.31,0.66,43.20,3.46,1.44,1.91,132.38,-610.00,162299.56,26.00,9.66,1.85,4.48,45.97,0.00,1.39,1.46
2025-05-23 21:00:00,0.00,0.00,0.00,552.88,553.72,409.53,408.68,555.03,558.95,801.18,801.28,651.07,650.85,801.20,800.47,0.00,0.00,0.00,0.00,1032.62,1066.15,1025.88,1041.55 ,1082.65,1067.05,1009.30,1053.00 ,1047.28 ,1008.55,1062.55,998.35,1023.15 ,1109.88,1082.88,1036.90,1076.55 ,1049.85 ,-335.18,,-152.34,13.10,25.65,22.21,74.44,74.28,14.36,27.37,24.51,66.68,58.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.23,25.79,24.11,74.78,62.26,12.98,27.39,26.31,75.95,61.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.04,48.17,100.21,0.00,0.00,0.00,39.07,55.06,100.07,0.00,0.00,0.00,1.83,71529.09,90.70,2083.33,112031.28,154.95,0.00,1701.39,119461.76,162.93,0.00,39214.96,2.60,3.40,98.26,64.10,64.60,7.50,7.00,44.26,64.70,64.40,170.29,165.96,1049.99,0.00,0.00,179.06,194.66,1045.98,0.00,0.00,25.00,176.40,174.70,24.80,184.10,183.00,0.09,15.21,14.58,5959.00,7016.00,2692.00,0.00,0.00,0.00,989.58,157.12,898.44,166.32,117.14,-419.50,118133.95,23.47,11.37,2.95,0.64,46.91,3.25,1.39,1.67,132.39,-672.50,164376.73,25.95,9.50,1.54,1.48,45.27,0.00,1.42,1.40
2025-05-23 21:02:00,0.00,0.00,0.00,738.75,738.84,589.86,589.34,740.36,740.59,253.87,312.78,148.14,144.44,318.89,316.21,0.00,0.00,0.00,0.00,1034.12,1064.88,1023.40,1040.80 ,1102.97,1076.95,1003.15,1061.02 ,1050.91 ,1010.28,1086.25,1014.17,1036.90 ,1104.47,1098.03,1048.38,1083.63 ,1060.26 ,-369.47,,-193.03,13.00,25.81,22.64,74.27,74.39,14.45,27.14,24.59,68.30,52.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.50,25.73,23.97,62.81,71.74,13.76,27.45,25.97,64.79,64.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.04,48.34,100.21,0.00,0.00,0.00,39.07,54.76,100.07,0.00,0.00,0.00,1.83,71536.45,90.71,2081.16,112031.28,154.95,0.00,1692.71,119461.76,163.28,0.00,39214.96,2.60,3.40,98.26,64.30,64.70,7.50,7.00,44.26,64.80,64.90,170.29,165.96,1055.39,0.00,0.00,179.06,194.66,1056.32,0.00,0.00,24.90,176.40,175.00,24.80,183.80,182.80,0.13,15.20,14.57,5959.00,7017.00,2692.00,0.00,0.00,0.00,946.18,157.47,918.69,166.58,117.14,-441.50,107046.00,23.68,11.08,2.96,0.63,50.14,3.18,1.30,1.65,132.62,-607.00,162699.00,26.49,8.29,1.20,3.61,39.33,1.13,1.55,1.44
2025-05-23 21:04:00,0.00,0.00,0.00,241.35,242.09,152.58,143.16,246.32,245.25,345.45,331.01,-11.80,-8.99,351.01,337.37,0.00,0.00,0.00,0.00,1036.68,1063.53,1021.00,1040.40 ,1110.10,1090.53,1005.25,1068.63 ,1054.52 ,1012.45,1099.38,1030.15,1047.33 ,1098.92,1109.12,1058.88,1088.97 ,1068.15 ,-255.53,,-141.60,12.85,23.32,20.30,71.28,71.01,36.32,26.74,23.94,78.06,59.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.25,25.11,23.25,67.81,72.81,13.82,26.86,26.14,69.90,63.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.04,48.74,100.20,0.00,0.00,0.00,39.07,55.21,100.07,0.00,0.00,0.00,1.83,71536.45,90.71,2105.03,112031.28,155.03,0.00,1692.71,119461.76,163.28,0.00,39214.96,2.60,3.40,98.26,64.50,65.00,7.50,7.00,44.26,65.00,65.10,170.29,165.96,1063.07,0.00,0.00,179.06,194.66,1064.50,0.00,0.00,25.20,176.90,174.70,24.70,183.60,182.70,0.08,15.23,14.58,5959.00,7017.00,2692.00,0.00,0.00,0.00,960.65,157.90,904.22,166.32,117.21,-452.50,122728.12,23.98,10.38,2.24,0.59,52.02,3.12,1.18,1.58,132.62,-702.50,163275.67,26.91,9.09,1.31,4.74,38.76,0.54,1.40,1.55
2025-05-23 21:06:00,0.00,0.00,0.00,384.04,394.54,258.81,261.43,393.89,400.74,442.24,439.41,-10.06,-8.44,448.34,442.40,0.00,0.00,0.00,0.00,1039.97,1062.03,1018.45,1040.15 ,1128.62,1101.70,1015.30,1081.87 ,1061.01 ,1014.85,1103.35,1033.97,1050.72 ,1102.45,1112.80,1062.93,1092.73 ,1071.73 ,-222.55,,-135.31,13.16,22.95,20.21,69.87,70.66,36.56,26.44,24.15,78.21,59.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.24,25.26,23.37,66.26,73.50,13.76,27.07,25.81,69.31,64.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.04,48.30,100.21,0.00,0.00,0.00,39.07,54.99,100.07,0.00,0.00,0.00,1.83,71536.45,90.72,2081.16,112031.28,155.12,0.00,1694.88,119461.76,163.37,0.00,39214.96,2.60,3.40,98.26,64.60,65.20,7.50,7.00,44.26,65.00,64.90,170.29,165.96,1070.65,0.00,0.00,179.06,194.66,1068.36,0.00,0.00,25.00,176.50,174.70,25.00,183.60,182.70,0.08,15.23,14.56,5959.00,7018.00,2693.00,0.00,0.00,0.00,983.80,158.42,898.44,166.41,117.16,-432.50,115765.37,24.17,10.34,2.60,0.59,56.25,3.15,1.38,1.53,132.51,-532.00,163796.42,26.29,9.67,1.54,5.12,40.38,0.00,1.72,1.55
2025-05-23 21:08:00,0.00,0.00,0.00,581.20,583.67,435.68,436.35,583.35,586.94,536.43,537.07,-10.17,-8.66,537.53,538.43,0.00,0.00,0.00,0.00,1043.72,1060.75,1016.28,1040.25 ,1135.38,1110.85,1027.00,1091.08 ,1065.66 ,1017.25,1091.35,1028.43,1045.68 ,1087.75,1109.50,1059.47,1085.57 ,1065.63 ,-214.30,,-109.27,13.11,23.15,20.24,69.71,71.36,36.42,26.84,24.06,77.92,60.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.15,25.32,23.39,66.89,71.18,13.70,27.34,25.70,70.03,62.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.04,48.42,100.21,0.00,0.00,0.00,39.07,55.05,100.07,0.00,0.00,0.00,1.83,71536.45,90.73,2085.50,112031.28,155.38,0.00,1697.05,119461.76,163.37,0.00,39214.96,2.60,3.40,98.26,64.60,65.10,7.50,7.00,44.26,65.00,64.90,170.29,165.96,1077.03,0.00,0.00,179.06,194.66,1058.05,0.00,0.00,24.90,175.70,175.00,25.00,183.60,182.70,0.12,15.23,14.59,5959.00,7018.00,2693.00,0.00,0.00,0.00,972.22,158.85,917.25,166.67,117.12,-441.00,113414.77,24.13,10.36,2.53,0.59,57.05,2.96,1.28,1.52,132.52,-608.50,156871.53,26.25,9.20,1.78,2.04,42.81,0.00,1.89,1.53
2025-05-23 21:10:00,0.00,0.00,0.00,762.95,764.01,614.39,614.73,762.92,764.46,633.87,632.66,-10.17,-8.66,631.39,633.16,0.00,0.00,0.00,0.00,1047.62,1059.62,1014.62,1040.62 ,1134.32,1110.40,1025.43,1090.05 ,1065.34 ,1019.88,1094.72,1030.75,1048.45 ,1103.20,1111.00,1061.43,1091.88 ,1070.16 ,-201.93,,-138.56,13.12,21.82,19.61,70.98,71.95,45.60,26.56,24.24,81.14,60.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.21,25.29,23.43,68.53,70.92,13.76,27.24,25.69,69.93,63.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.04,48.49,100.20,0.00,0.00,0.00,39.07,54.97,100.07,0.00,0.00,0.00,1.83,71536.45,90.73,2076.82,112031.28,155.47,0.00,1701.39,119461.76,163.54,0.00,39214.96,2.60,3.40,98.26,64.60,65.10,7.50,7.00,44.26,65.10,64.90,170.29,165.96,1078.86,0.00,0.00,179.06,194.66,1067.65,0.00,0.00,24.90,176.90,175.00,24.90,184.20,182.30,0.10,15.24,14.59,5959.00,7019.00,2694.00,0.00,0.00,0.00,978.01,158.94,933.16,166.67,117.05,-429.00,101751.86,24.23,10.45,2.05,2.00,59.29,3.24,1.30,1.59,132.58,-681.50,148177.58,26.43,9.46,1.14,0.88,46.94,0.02,2.14,1.50
2025-05-23 21:12:00,0.00,0.00,0.00,321.32,320.22,153.23,144.79,320.00,317.63,729.46,730.86,-9.52,-8.66,729.48,730.27,0.00,0.00,0.00,0.00,1050.92,1058.57,1013.12,1040.87 ,1157.43,1125.93,1036.00,1106.45 ,1073.66 ,1022.50,1102.00,1033.00,1052.50 ,1105.53,1117.38,1064.88,1095.93 ,1074.22 ,-214.74,,-147.68,13.10,21.95,19.49,70.11,71.43,45.02,26.34,24.24,79.30,59.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.32,26.18,23.86,62.59,72.15,13.87,27.47,26.69,66.11,62.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.04,48.18,100.21,0.00,0.00,0.00,39.07,54.70,100.07,0.00,0.00,0.00,1.83,71536.45,90.74,2076.82,112031.28,155.73,0.00,1703.56,119461.76,163.63,0.00,39214.96,2.60,3.40,98.26,64.50,65.00,7.50,7.00,44.26,65.20,65.20,170.29,165.96,1088.31,0.00,0.00,179.06,194.66,1069.49,0.00,0.00,25.20,177.00,175.20,25.10,184.50,182.00,0.09,15.23,14.55,5959.00,7019.00,2694.00,0.00,0.00,0.00,985.24,159.38,933.16,166.75,117.05,-448.50,124612.54,24.15,10.32,2.19,10.94,55.70,4.31,1.17,1.56,132.68,-653.00,151212.20,26.42,8.86,1.57,0.74,42.47,0.00,2.06,1.43
2025-05-23 21:14:00,0.00,0.00,0.00,376.66,388.68,253.60,256.55,385.75,396.19,801.40,802.37,-9.52,-8.12,800.66,801.23,0.00,0.00,0.00,0.00,1054.30,1058.12,1012.00,1041.47 ,1137.47,1136.95,1048.90,1107.77 ,1074.62 ,1024.38,1101.25,1041.25,1055.63 ,1090.00,1121.50,1069.90,1093.80 ,1074.71 ,-220.05,,-133.36,14.24,22.09,19.87,68.64,71.58,44.71,24.41,22.60,77.20,73.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.41,26.29,23.93,64.80,73.12,13.83,27.42,26.42,64.15,61.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.01,53.88,100.21,0.00,0.00,0.00,39.07,54.96,100.07,0.00,0.00,0.00,1.83,71536.45,90.75,2065.97,112031.28,155.99,0.00,1694.88,119461.76,163.37,0.00,39214.96,2.60,3.30,98.26,64.70,65.30,7.50,7.00,44.26,65.10,65.10,170.29,165.96,1093.52,0.00,0.00,179.06,194.66,1065.40,0.00,0.00,24.80,176.50,174.40,25.00,184.20,182.70,0.10,15.20,14.58,5959.00,7020.00,2695.00,0.00,0.00,0.00,1086.52,160.68,902.78,166.58,117.97,-441.00,117094.40,24.64,9.19,2.22,25.58,53.71,4.02,1.25,1.32,132.66,-602.50,158076.67,26.70,8.84,1.09,6.03,42.70,0.00,2.31,1.40
2025-05-23 21:16:00,0.00,0.00,0.00,593.46,597.02,446.20,447.20,595.17,597.79,253.01,312.03,-9.52,-8.33,317.70,316.10,0.00,0.00,0.00,0.00,1057.53,1057.60,1011.25,1042.13 ,1139.35,1142.72,1058.50,1113.52 ,1077.83 ,1026.93,1106.95,1052.95,1062.28 ,1109.05,1127.20,1080.18,1105.48 ,1083.88 ,-208.55,,-174.05,14.12,22.09,19.53,70.70,70.40,44.60,25.57,23.42,78.96,63.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.21,26.00,23.96,64.00,73.08,13.74,27.54,26.86,65.96,63.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.02,51.99,100.21,0.00,0.00,0.00,39.07,54.97,100.07,0.00,0.00,0.00,1.83,71536.45,90.75,2059.46,112031.28,156.42,0.00,1705.73,119461.76,163.37,0.00,39214.96,2.60,3.30,98.26,64.70,65.20,7.50,7.00,44.26,65.20,65.20,170.29,165.96,1098.29,0.00,0.00,179.06,194.66,1080.25,0.00,0.00,25.00,175.20,175.50,25.10,184.50,182.00,0.09,15.20,14.58,5959.00,7020.00,2695.00,0.00,0.00,0.00,1011.28,161.89,941.84,166.58,117.63,-416.00,115117.10,24.55,10.54,1.87,46.85,65.68,3.60,1.48,1.63,132.66,-600.50,149605.19,26.48,9.46,1.57,6.66,45.16,0.00,2.49,1.44
2025-05-23 21:18:00,0.00,0.00,0.00,785.62,786.58,635.00,636.11,785.60,785.62,367.26,349.68,-9.19,-7.68,351.01,346.37,0.00,0.00,0.00,0.00,1059.78,1057.45,1010.95,1042.73 ,1122.33,1124.72,1054.00,1100.35 ,1071.54 ,1029.25,1105.45,1064.12,1066.27 ,1104.10,1131.47,1089.10,1108.22 ,1087.25 ,-236.22,,-174.37,14.27,21.50,19.21,69.33,71.67,44.69,25.16,23.13,78.19,63.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.32,26.23,23.99,64.84,72.68,13.74,27.76,26.41,65.10,62.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.02,52.35,100.21,0.00,0.00,0.00,39.07,54.85,100.07,0.00,0.00,0.00,1.83,71544.38,90.76,2048.61,112638.92,156.86,0.00,1705.73,119461.76,163.63,0.00,39214.96,7.30,8.20,98.30,64.20,64.70,7.50,7.00,44.26,65.30,65.10,170.29,165.96,1090.86,0.00,0.00,179.06,194.66,1085.27,0.00,0.00,24.90,176.10,174.70,24.90,184.50,182.00,0.10,15.23,14.57,5959.00,7021.00,2696.00,0.00,0.00,0.00,986.69,162.41,924.48,166.58,117.33,-443.00,138883.81,23.87,10.92,2.48,37.60,66.80,3.85,1.57,1.53,132.71,-672.00,154015.34,26.75,8.85,1.17,5.90,45.02,0.00,2.71,1.46
2025-05-23 21:20:00,0.00,0.00,0.00,321.65,319.24,147.37,140.23,317.18,317.63,485.54,479.02,-8.87,-9.09,483.39,480.38,0.00,0.00,0.00,0.00,1060.82,1057.75,1010.80,1043.12 ,1107.25,1101.62,1041.17,1083.35 ,1063.24 ,1031.28,1112.20,1064.12,1069.20 ,1107.62,1132.97,1089.93,1110.17 ,1089.69 ,-271.81,,-154.84,13.73,21.16,19.39,68.58,70.57,44.61,26.87,24.57,78.42,58.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.18,26.02,24.05,61.91,73.44,13.83,27.68,26.82,66.80,63.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.03,50.26,100.21,0.00,0.00,0.00,39.07,54.87,100.07,0.00,0.00,0.00,1.83,71554.46,90.77,2072.48,112638.92,157.20,0.00,1707.90,119461.76,163.63,0.00,39214.96,2.70,3.50,98.34,63.80,64.20,7.50,7.00,44.26,65.20,65.10,170.29,165.96,1079.72,0.00,0.00,179.06,194.66,1085.73,0.00,0.00,24.70,176.20,174.20,25.10,184.20,182.70,0.13,15.20,14.57,5959.00,7021.00,2696.00,0.00,0.00,0.00,989.58,162.24,921.59,166.41,116.85,-440.00,124036.05,23.61,11.87,2.76,9.21,71.29,3.95,1.85,1.54,132.66,-698.50,150422.09,26.80,9.46,1.61,13.39,45.28,0.21,2.89,1.41
2025-05-23 21:22:00,0.00,0.00,0.00,378.83,387.38,247.52,249.50,386.84,392.28,607.93,609.44,-9.41,-8.44,610.77,607.01,0.00,0.00,0.00,0.00,1061.20,1057.75,1010.35,1043.10 ,1091.73,1088.65,1034.50,1071.63 ,1057.36 ,1033.15,1117.00,1061.58,1070.58 ,1116.32,1136.12,1087.00,1113.15 ,1091.86 ,-303.60,,-158.09,13.83,21.98,19.62,69.91,71.84,44.52,27.28,24.57,78.36,58.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.18,25.87,24.11,63.35,71.59,13.72,27.20,26.27,67.80,63.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.03,50.31,100.20,0.00,0.00,0.00,39.07,54.51,100.07,0.00,0.00,0.00,1.83,71563.88,90.77,2059.46,112638.92,157.47,0.00,1697.05,119461.76,163.54,0.00,39214.96,2.90,3.60,98.34,63.50,64.30,7.40,7.00,44.26,65.40,65.10,170.29,165.96,1073.39,0.00,0.00,179.06,194.66,1089.18,0.00,0.00,24.80,177.40,174.10,25.00,184.60,183.00,0.13,15.23,14.57,5959.00,7022.00,2697.00,0.00,0.00,0.00,938.95,161.63,943.29,166.41,116.78,-430.00,119116.49,23.37,11.97,2.72,16.91,65.91,4.04,1.86,1.39,132.74,-729.50,164103.42,26.70,9.04,1.14,6.32,50.17,0.00,3.09,1.46
2025-05-23 21:24:00,0.00,0.00,0.00,555.70,556.33,410.18,409.11,556.54,560.14,727.40,730.43,-9.30,-8.99,729.70,728.32,0.00,0.00,0.00,0.00,1060.67,1057.82,1009.83,1042.77 ,1079.28,1076.58,1028.12,1061.33 ,1052.05 ,1034.88,1112.50,1053.55,1066.98 ,1124.12,1131.62,1080.25,1112.00 ,1089.49 ,-173.39,,-156.14,13.73,23.53,21.09,70.64,73.88,13.81,26.27,23.98,80.31,59.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.13,25.97,23.93,63.81,72.66,13.76,27.44,26.30,65.99,63.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.03,50.31,100.21,0.00,0.00,0.00,39.07,54.97,100.07,0.00,0.00,0.00,1.83,71573.27,90.78,2059.46,112638.92,157.55,0.00,1697.05,119461.76,163.37,0.00,39214.96,2.80,3.50,98.34,63.60,63.90,7.40,6.90,44.26,65.40,65.40,170.29,165.96,1066.90,0.00,0.00,179.06,194.66,1088.84,0.00,0.00,24.90,177.40,175.20,24.90,184.00,182.70,0.15,15.23,14.56,5959.00,7022.00,2697.00,0.00,0.00,0.00,924.48,161.37,946.18,166.58,116.73,-440.00,119508.69,23.24,11.68,3.20,13.18,63.89,3.64,2.03,1.46,132.89,-559.00,152820.88,27.02,8.76,1.93,3.09,52.12,0.00,3.29,1.40
